w_max,force
0.8329294208063912,0.3498303567386844
0.9268056715719901,0.38925838206023594
0.8677368043067446,0.3644494578088328
0.29608764043118674,0.12435680898109845
0.32330853807043736,0.1357895859895837
0.2685009960165041,0.11277041832693176
0.4183246443668873,0.17569635063409272
0.4243025647402163,0.1782070771908909
0.9938990966177762,0.4174376205794661
0.2811122149766426,0.11806713029018993
0.7367842578074886,0.30944938827914525
0.7392978054120998,0.310505078273082
0.03593580324849699,0.015093037364368738
0.9543971429813715,0.4008468000521761
0.727148636033818,0.3054024271342036
0.22365181153254188,0.09393376084366761
0.9595537760549726,0.4030125859430886
0.3919288372275761,0.164610111635582
0.8156546322520178,0.34257494554584755
0.37471587998678957,0.15738066959445166
0.7793033295338541,0.3273073984042188
0.802948660200669,0.33723843728428105
0.9043076334181831,0.379809206035637
0.5269590125730812,0.22132278528069416
0.296758308329384,0.1246384894983413
0.29067806169810206,0.12208478591320289
0.09781168132682216,0.04108090615726532
0.3195260401227846,0.13420093685156959
0.7321149395480789,0.30748827461019324
0.960300065582056,0.4033260275444636
0.18297814283418612,0.07685081999035819
0.5602456584576709,0.23530317655222185
0.32808144311228427,0.13779420610715942
0.7306882746571577,0.3068890753560063
0.9697826686260392,0.40730872082293657
0.993277784349939,0.41717666942697446
0.855670763651301,0.3593817207335465
0.27256299897983505,0.11447645957153074
0.5523991219948277,0.23200763123782767
0.7137923504805717,0.29979278720184016
0.7970698288061512,0.33476932809858356
0.7170527966777961,0.3011621746046744
0.44271348029505253,0.1859396617239221
0.9387383949711987,0.39427012588790356
0.5954444533525417,0.2500866704080676
0.7803301121657451,0.32773864710961303
0.6926950038621443,0.2909319016221007
0.5792494488645102,0.24328476852309436
0.9537567737338066,0.40057784496819887
0.8210616629509905,0.3448458984394161
0.387796446346253,0.16287450746542628
0.13965191368727425,0.0586538037486552
0.5325714063286299,0.2236799906580246
0.17802442512836214,0.07477025855391212
0.41290358687218287,0.17341950648631685
0.3590272193272541,0.15079143211744678
0.7124591602280981,0.29923284729580124
0.9048557973022074,0.3800394348669272
0.7591505229447346,0.31884321963678863
0.014928151164579795,0.006269823489123515
0.3508761459361913,0.1473679812932004
0.3467850421093278,0.14564971768591772
0.34654618647120483,0.14554939831790606
0.5770821920777214,0.24237452067264303
0.6094106178517423,0.2559524594977318
0.6419085154890145,0.26960157650538613
0.5064333222402214,0.21270199534089304
0.07640865435967792,0.03209163483106473
0.04863333813440485,0.02042600201645004
0.2263561613515631,0.09506958776765653
0.25234280596396796,0.10598397850486657
0.2003671286585479,0.08415419403659014
0.06793890472011621,0.028534339982448816
0.8096383417946339,0.3400481035537463
0.3308336853430882,0.1389501478440971
0.5192489643755599,0.2180845650377352
0.6144485000669244,0.25806837002810834
0.18281576313821968,0.07678262051805228
0.03989195742196905,0.016754622117227003
0.9499744232750232,0.39898925777550986
0.7556933857747458,0.31739122202539327
0.5248670714383517,0.22044417000410774
0.25767434302048653,0.10822322406860437
0.5894066220008932,0.24755078124037522
0.33724837827833154,0.14164431887689927
0.7729103540291021,0.32462234869222295
0.07116989055732503,0.02989135403407652
0.9401719264645679,0.3948722091151186
0.5828486667455636,0.24479644003313675
0.9573028946438502,0.4020672157504172
0.20842058489537285,0.08753664565605662
0.7111177235234456,0.29866944387984723
0.9213169660179448,0.3869531257275369
0.5421475268370846,0.22770196127157558
0.12659816881940789,0.05317123090415132
0.7824665707728148,0.32863595972458226
0.4218443290884484,0.17717461821714836
0.4197009971293759,0.17627441879433792
0.7795291579684255,0.32740224634673876
0.4073977663935999,0.171107061885312
0.7107196782325844,0.29850226485768555
0.9633784729095285,0.40461895862200203
0.6608964049067154,0.2775764900608205
0.5013889204855818,0.2105833466039444
0.3581677148908169,0.15043044025414312
0.976390776390349,0.4100841260839467
0.3370940611316733,0.1415795056753028
0.12041142887511824,0.05057280012754967
0.20449829362369476,0.08588928332195182
0.10540711475193332,0.044270988195812
0.4736769463875725,0.1989443174827805
0.42753969376449685,0.17956667138108873
0.28805354175446884,0.12098248753687695
0.38439112488514304,0.1614442724517601
0.9395244953008967,0.3946002880263767
0.6595836519620283,0.2770251338240519
0.2571291539515268,0.10799424465964128
0.5362788295946074,0.22523710842973516
0.07132908444367381,0.029958215466343006
0.31821723952865166,0.13365124060203373
0.9576555884350995,0.4022153471427419
0.6461537127230178,0.27138455934366756
0.8319540054606485,0.34942068229347245
0.4183336443527266,0.1757001306281452
0.6845822694681909,0.2875245531766402
0.052315842771203824,0.02197265396390561
0.29515681376231584,0.12396586178017269
0.7432553900273453,0.3121672638114851
0.7520010560812479,0.31584044355412416
0.6989281703252017,0.29354983153658476
0.3943882442726546,0.16564306259451497
0.8792720230588429,0.3692942496847141
0.09518180033768275,0.03997635614182676
0.12245535073886038,0.05143124731032137
0.08174485988155555,0.03433284115025334
0.6520672941900264,0.27386826355981114
0.6265688591590316,0.2631589208467933
0.23138559793740154,0.09718195113370867
0.1482658349494218,0.06227165067875717
0.03573741673574082,0.01500971502901115
0.059035772240935036,0.024795024341192722
0.5140441968041304,0.2158985626577348
0.5231136746362512,0.21970774334722556
0.8772796046869633,0.36845743396852465
0.8615501635339229,0.3618510686842477
0.7213705900824106,0.3029756478346125
0.34841577408683777,0.14633462511647188
0.8756832574719616,0.367786968138224
0.8944176588735256,0.37565541672688085
0.3558504675715758,0.14945719638006186
0.0026589445574499715,0.0011167567141289884
0.424978084305922,0.17849079540848728
0.1814478005473984,0.07620807622990734
0.4494939440991954,0.18878745652166212
0.07925138190521319,0.03328558040018955
0.24766790091823443,0.10402051838565848
0.6737242886958968,0.2829642012522767
0.2925404072202239,0.12286697103249407
0.4677247680183054,0.19644440256768833
0.5385105490950907,0.22617443061993814
0.31409914334596545,0.13192164020530553
0.2665669092623345,0.11195810189018052
0.8746928468786817,0.36737099568904635
0.5384066367338773,0.22613078742822854
0.8771128422659441,0.3683873937516966
0.2024518982571174,0.08502979726798933
0.3007730399681543,0.12632467678662485
0.5609524347703766,0.23560002260355822
0.35478514084251356,0.14900975915385573
0.09714141790048236,0.0407993955182026
0.536729536357677,0.22542640527022437
0.3204062637946412,0.13457063079374934
0.07581901837438165,0.0318439877172403
0.6202507358819297,0.26050530907041053
0.5064135442509772,0.21269368858541046
0.2509594497065216,0.1054029688767391
0.17403755162844314,0.07309577168394614
0.673011922824355,0.28266500758622914
0.765963606799283,0.3217047148556989
0.8539311323574107,0.35865107559011256
0.9513105902733626,0.39955044791481237
0.34792100528330705,0.14612682221898898
0.28642657256350024,0.12029916047667012
0.9444664595677722,0.3966759130184644
0.10112032957289308,0.0424705384206151
0.5946046962553483,0.24973397242724635
0.7615637236834036,0.3198567639470296
0.32869682060277094,0.13805266465316382
0.9807166601921146,0.4119009972806882
0.09823842629817858,0.04126013904523501
0.8264794844212409,0.34712138345692123
0.034458318061995064,0.01447249358603793
0.6372468989142149,0.2676436975439703
0.753407821168522,0.3164312848907793
0.10864122628991335,0.04562931504176362
0.45412763573616155,0.1907336070091879
0.9530069897083681,0.4002629356775147
0.06331478842820892,0.026592211139847752
0.3925336103311744,0.1648641163390933
0.16897510224411605,0.07096954294252876
0.8191398016923073,0.34403871671076913
0.00593423360960077,0.002492378116032324
0.07501693673027265,0.03150711342671452
0.5147734451524518,0.2162048469640298
0.39708243062754467,0.1667746208635688
0.44027322725998974,0.18491475544919572
0.34107972813391274,0.1432534858162434
0.7355831950531847,0.3089449419223376
0.8804588424081148,0.36979271381140827
0.10334021439495622,0.043402890045881624
0.12015142619450214,0.05046359900169091
0.47486132334502207,0.1994417558049093
0.30321247076300184,0.1273492377204608
0.6614942540028478,0.2778275866811961
0.6274970711068756,0.2635487698648878
0.20811894211996573,0.08740995569038562
0.8817670966895464,0.3703421806096096
0.6496110329001087,0.27283663381804574
0.4781328727829075,0.2008158065688212
0.8509305978896476,0.3573908511136521
0.023854211267744785,0.010018768732452813
0.40565889733999083,0.1703767368827962
0.5500311596939903,0.23101308707147597
0.6685408261476371,0.28078714698200763
0.4345575642095141,0.18251417696799596
0.043044704851649906,0.018078776037692965
0.08798268709297019,0.03695272857904749
0.6363147373500445,0.26725218968701875
0.9773881332015959,0.41050301594467037
0.3849290906535163,0.1616702180744769
0.6759760447114465,0.2839099387788076
0.8308906158430035,0.34897405865406156
0.5774134982671771,0.24251366927221446
0.11550457991858099,0.04851192356580403
0.3445081372119476,0.14469341762901802
0.41931169920700384,0.17611091366694165
0.3948367371065241,0.16583142958474018
0.11113251625395948,0.04667565682666299
0.3164371398894996,0.13290359875358987
0.9669600788370011,0.4061232331115405
0.6611461893478565,0.2776813995260998
0.4864164377340925,0.2042949038483189
0.18761293521832256,0.07879743279169549
0.9310727436833411,0.39105055234700337
0.6252879656509055,0.2626209455733804
0.8973522382052126,0.37688794004618936
0.505304027824317,0.21222769168621322
0.4555750469581741,0.19134151972243316
0.24773499989399184,0.1040486999554766
0.5235429020737971,0.21988801887099482
0.4803457803965827,0.20174522776656478
0.4316879024192388,0.18130891901608034
0.36132162157785375,0.1517550810626986
0.0004971433893817823,0.0002088002235403486
0.5296598920186928,0.222457154647851
0.7473126220754864,0.3138713012717044
0.3989634411858114,0.16756464529804083
0.6060664630301518,0.2545479144726638
0.22222475339839443,0.09333439642732567
0.7257449442830819,0.30481287659889444
0.030819560012930847,0.012944215205430959
0.42014615730403415,0.17646138606769438
0.9291394478241323,0.39023856808613566
0.870106191883704,0.36544460059115574
0.771110850880937,0.3238665573699936
0.6415179904244338,0.26943755597826224
0.5218217572895927,0.219165138061629
0.07768706276431903,0.032628566361014
0.5862488889425458,0.24622453335586927
0.6069563256391577,0.2549216567684463
0.4873232903246143,0.20467578193633806
0.12542973344160468,0.052680488045473976
0.4869079131259241,0.20450132351288816
0.22847497757017066,0.0959594905794717
0.3785482269466389,0.1589902553175884
0.42360026596298905,0.17791211170445545
0.22315421001171998,0.09372476820492241
0.12684282083105003,0.05327398474904103
0.03782886134192709,0.015888121763609382
0.919537563224001,0.3862057765540805
0.1692338863991515,0.07107823228764364
0.9927917092266195,0.4169725178751803
0.03138799947145976,0.013182959778013103
0.7633475443669779,0.3206059686341308
0.9399515099441372,0.3947796341765377
0.0822552598333871,0.03454720913002259
0.3676960150363804,0.1544323263152798
0.3964458981192893,0.16650727721010156
0.18152793153656288,0.07624173124535642
0.38338254680495865,0.16102066965808268
0.8212785564405236,0.34493699370502
0.2647571692241656,0.11119801107414957
0.033711120596849664,0.014158670650676861
0.8516806555266259,0.3577058753211829
0.2706363712002311,0.11366727590409709
0.35290926852402627,0.14822189278009107
0.7399426287794535,0.31077590408737055
0.6083881841919582,0.2555230373606225
0.7505063738764653,0.3152126770281155
0.5929017242252376,0.24901872417459983
0.42104713192016274,0.17683979540646838
0.493274829641311,0.20717542844935066
0.4527390169470198,0.19015038711774834
0.8335951121085743,0.3501099470856013
0.38277080222695015,0.1607637369353191
0.06135542751791678,0.025769279557525053
0.10977706903000228,0.04610636899260097
0.4603507050183757,0.19334729610771784
0.22558459993751223,0.09474553197375515
0.8446592502709811,0.35475688511381215
0.9062223320196409,0.38061337944824924
0.8834670529155108,0.3710561622245146
0.30836730436635984,0.12951426783387116
0.42555415343827985,0.17873274444407758
0.5467455649860705,0.22963313729414966
0.016398305463579566,0.006887288294703419
0.46470518397430016,0.1951761772692061
