w_max,force
0.6874842052167683,0.2887433661910428
0.5259754956171665,0.22090970815921
0.6021643667604638,0.25290903403939485
0.427525376856315,0.17956065827965234
0.49479858138698374,0.20781540418253322
0.993752183035233,0.41737591687479797
0.5126703584829349,0.2153215505628327
0.9189623942916816,0.3859642056025063
0.07548645044596436,0.03170430918730504
0.9557436175977342,0.40141231939104843
0.47051941466764946,0.1976181541604128
0.698414313107089,0.29333401150497745
0.374312729846513,0.15721134653553548
0.9999211545757273,0.41996688492180556
0.7325762057533767,0.3076820064164183
0.7052938661373035,0.2962234237776675
0.12300306881889278,0.05166128890393498
0.8060699794436406,0.3385493913663291
0.9081621795001867,0.38142811539007854
0.041569237506765555,0.017459079752841538
0.12734021965471942,0.05348289225498217
0.9316932200082038,0.39131115240344566
0.9964958947495336,0.4185282757948042
0.3708974865054072,0.15577694433227107
0.23378679576362327,0.0981904542207218
0.25655824306401265,0.10775446208688534
0.02260104115456163,0.009492437284915887
0.2694276105354535,0.1131595964248905
0.027847185608675384,0.011695817955643664
0.6706413502387725,0.2816693671002845
0.796252676261873,0.3344261240299867
0.09264643892716518,0.03891150434940938
0.315838747654582,0.13265227401492447
0.2575962257108553,0.10819041479855925
0.41501295806282623,0.17430544238638707
0.42082198376922586,0.1767452331830749
0.8561882051801887,0.35959904617567934
0.008032763049151348,0.003373760480643567
0.4590316191628646,0.19279328004840318
0.05134832731150052,0.021566297470830224
0.5032913832786563,0.21138238097703568
0.08459056219674554,0.03552803612263314
0.5173842213436711,0.21730137296434193
0.3378340578495127,0.14189030429679536
0.7518547166974068,0.3157789810129109
0.24647103961506367,0.10351783663832677
0.5768522337707445,0.24227793818371274
0.27739783031801746,0.11650708873356735
0.675919720327311,0.28388628253747067
0.24070998729009963,0.10109819466184186
0.49268718429327074,0.20692861740317375
0.849505081057751,0.3567921340442555
0.01724271129510735,0.0072419387439450885
0.9668252225133336,0.4060665934556002
0.6388627587937373,0.26832235869336973
0.696512450998291,0.2925352294192823
0.25955168349880486,0.10901170706949807
0.4105380928011958,0.17242599897650226
0.36533292140446205,0.1534398269898741
0.4700741126699085,0.19743112732136162
0.6581577088152932,0.2764262377024232
0.7515849704111627,0.31566568757268837
0.0321548546748851,0.013505038963451746
0.7089609287060228,0.29776359005652964
0.2537189671096758,0.10656196618606385
0.3251822108642647,0.1365765285629912
0.0722007554952826,0.030324317308018697
0.15531045037040137,0.06523038915556859
0.6647699495669753,0.2792033788181297
0.19914400247346042,0.0836404810388534
0.09041790137089845,0.037975518575777356
0.016524374729238067,0.00694023738627999
0.2077783229488419,0.08726689563851363
0.4511998956403216,0.18950395616893512
0.6838121689542882,0.2872011109608011
0.7943304169159957,0.33361877510471827
0.9126423832189151,0.38330980095194445
0.7672835589081642,0.32225909474142905
0.021609438151305782,0.009075964023548431
0.11384104795351546,0.047813240140476505
0.30785436803240274,0.1292988345736092
0.03683297837078714,0.015469850915730603
0.48926437503130193,0.20549103751314685
0.8284210893109385,0.3479368575105942
0.8225257188878841,0.3454608019329114
0.4898393523158068,0.20573252797263888
0.15182420109911898,0.06376616446162998
0.7581552722655627,0.3184252143515364
0.11852259909697327,0.04977949162072878
0.07278109384745612,0.03056805941593158
0.1868053756462814,0.07845825777143821
0.17395748259088417,0.07306214268817136
0.9789832734557555,0.4111729748514174
0.6054299563122731,0.2542805816511548
0.5232242381089336,0.21975418000575217
0.23343889597078293,0.09804433630772885
0.9358315907871441,0.3930492681306006
0.10824675394166638,0.04546363665549989
0.8568260482500546,0.359866940265023
0.8355646241356572,0.35093714213697613
0.78271895376841,0.3287419605827323
0.3807321206572727,0.15990749067605456
0.9001051920247733,0.3780441806504049
0.4349899855092991,0.18269579391390567
0.32108387903623703,0.13485522919521958
0.3585429133823764,0.15058802362059814
0.8072752025431758,0.3390555850681339
0.17692618071568278,0.07430899590058679
0.6172858300312702,0.25926004861313356
0.8429603473224433,0.35404334587542624
0.8218460912925867,0.3451753583428865
0.18811333154892285,0.07900759925054761
0.35782445569666166,0.15028627139259793
0.9297074155586286,0.3904771145346241
0.6637928710410123,0.2787930058372252
0.8563246169007064,0.35965633909829675
0.9206322939541388,0.3866655634607384
0.8427050579869799,0.35393612435453164
0.4911181861675068,0.2062696381903529
0.17683903472564977,0.07427239458477292
0.6843754623346103,0.2874376941805364
0.581093440095653,0.24405924484017433
0.6164446620059363,0.2589067580424933
0.9393517406240612,0.3945277310621058
0.4608122060934422,0.19354112655924577
0.866610918087024,0.36397658559655016
0.5284727018134676,0.22195853476165645
0.06671732568250532,0.02802127678665224
0.4102677923891781,0.17231247280345485
0.9511241262121908,0.3994721330091202
0.6659073740846579,0.2796810971155564
0.3769267024280657,0.15830921501978762
0.1474991465281278,0.061949641541813684
0.7785020686081918,0.32697086881544063
0.48071813630463256,0.20190161724794572
0.865828821861785,0.3636481051819498
0.40393172331282867,0.1696513237913881
0.5033607544613936,0.21141151687378537
0.794272711951363,0.33359453901957253
0.12882731321217555,0.054107471549113745
0.5229835767063595,0.21965310221667106
0.9801515782728898,0.4116636628746138
0.7227789200127325,0.3035671464053477
0.13394728729164962,0.05625786066249285
0.01694345391616725,0.0071162506447902465
0.8710267262525399,0.3658312250260668
0.4890178144620182,0.2053874820740477
0.5510369213094568,0.23143550694997192
0.016599667827199016,0.006971860487423588
0.8155584175725332,0.342534535380464
0.8654237715120031,0.3634779840350414
0.885460702399928,0.37189349500796987
0.2632058816999422,0.11054647031397574
0.5538507889519875,0.23261733135983478
0.027765663387605777,0.01166157862279443
0.6973522147367961,0.2928879301894544
0.46373115916354624,0.19476708684868946
0.849174965504754,0.35665348551199677
0.08699073696374982,0.03653610952477493
0.2307631222173938,0.09692051133130543
0.5634128452363688,0.23663339499927497
0.323674827668736,0.13594342762086917
0.29020428329451586,0.1218857989836967
0.2808078748097158,0.11793930742008067
0.20208360619653853,0.08487511460254621
0.7990104200478649,0.33558437642010336
0.8165607042192627,0.34295549577209045
0.19643353164577504,0.08250208329122553
0.646946462925786,0.2717175144288302
0.40160825815537926,0.16867546842525932
0.9402831399153092,0.39491891876442997
0.4563368799802613,0.19166148959170978
0.7564063327450732,0.3176906597529308
0.6158135664276251,0.2586416978996026
0.570334995415215,0.23954069807439038
0.9609592185775837,0.40360287180258525
0.20116558181810285,0.08448954436360322
0.10010212722729328,0.042042893435463184
0.3460154393983964,0.14532648454732652
0.8194364679451643,0.3441633165369691
0.6408339773967524,0.2691502705066361
0.2032087615332253,0.08534767984395465
0.9476423447255481,0.3980097847847303
